genyear,genmonth,genweek,genday,genweekday,genhour,cnt
2021,9,37,10,Friday,3,2
2021,9,37,10,Friday,4,229
2021,9,37,10,Friday,5,166
2021,9,37,10,Friday,6,926
2021,9,37,10,Friday,7,1984
2021,9,37,10,Friday,8,1569
2021,9,37,10,Friday,9,1066
2021,9,37,10,Friday,10,1559
2021,9,37,10,Friday,11,2381
2021,9,37,10,Friday,12,2756
2021,9,37,10,Friday,13,3390
2021,9,37,10,Friday,14,2623
2021,9,37,10,Friday,15,216
2021,9,37,10,Friday,16,1
2021,9,37,10,Friday,17,51
2021,9,37,10,Friday,18,39
2021,9,37,10,Friday,19,10
2021,9,37,10,Friday,20,3
2021,9,37,11,Saturday,4,3
2021,9,37,11,Saturday,9,13
